,titles,replies,views,category
0,"New Help Section for New Creators (and those looking for a refresher)
1388,What do you do when you hit a brick wall in your story writing/planning?,42,181,Art|Comics
1389,The Under Appreciated Background Character Thread!,571,320,Art|Comics
1390,Memes about writing/drawing,4,232,Art|Comics
1391,Whats-your-inspiration guessing game,171,218,Art|Comics
1392,Do you work alone on your webcomic?,1,6.2k,Art|Comics
1393,How can I shade this page better?,92,276,Art|Comics
1394,Need some advice on writing/drawing a band,2,146,Art|Comics
1395,What kind of instrument would your main character BE?!,86,380,Art|Comics
1396,New Spooky Peacemaker Chronicles (2020) Episode!,60,89,Art|Comics
1397,Cattlepunk ideas,880,237,Art|Comics
1398,Let’s talk about our comics (Yes you can promote your own comic),28,311,Art|Comics
1399,Post the oldest and newest drawing you can find,199,580,Art|Comics
1400,This is HALLOWEEN! Stories Promotion Thread,0,108,Art|Comics
1401,"Let me read your comic/ novel! If I like it, I’ll comment like or sub!",79,643,Art|Comics
1402,Weird little Facebook Challenge series,26,94,Art|Comics
1403,Would you read a series with this kind of art?,536,286,Art|Comics
1404,I’ve finished inking up to page 30! Yippie Now 30 more pages haha,0,130,Art|Comics
1405,What Kind of Were/Lupine appearance do you like in shifters,105,260,Art|Comics
1406,Platform of the week,0,399,Art|Comics
1407,What’s the general etiquette for writing fan fiction-esque stories based off of other peoples’ comics?,79,158,Art|Comics
1408,Show off your battle/Action Panels,43,329,Art|Comics
1409,I put my main character on Hiatus and this what happend,478,288,Art|Comics
1410,Title must be at least 15 characters (answer me),11,183,Art|Comics
1411,Could you tell me your opinion in this digital painting exercises?,538,171,Art|Comics
1412,Comparing art styles?,2,563,Art|Comics
1413,Share the thumbnails of your comics/novels! (promote if you wanna aswell),53,414,Art|Comics
1414,Medibang help thread,21,11.8k,Art|Comics
1415,Any secret thought/opinion on making comics that you know is not popular?,367,508,Art|Comics
1416,What are your favorite independent comic books?,79,318,Art|Comics
1417,Villains that have left an impact on you,1.1k,629,Art|Comics
1418,Regret a plot point?,17,234,Art|Comics
1419,Potential alternate websites,281,662,Art|Comics
1420,#IamReading (promote you own work and one you love),9,3.0k,Art|Comics
1421,Under 70 subs? Post your comic or novel!,429,788,Art|Comics
1422,"Artists, can I ask you something?",8,624,Art|Comics
1423,Let’s show off our best romance scenes!,299,262,Art|Comics
1424,How do you look for the positives in your work?,4,275,Art|Comics
1425,Does anyone ever worry that their panel layouts are too repetitive or basic?,178,515,Art|Comics
1426,Things that You’ve Learned,19,159,Art|Comics
1427,"Skedaddle Skedoodle, time to share your doodles",193,238,Art|Comics
1428,Should I publish my ancient dumpsterfire?,30,276,Art|Comics
1429,What would Gordon Ramsay say about your comic/novel?,525,396,Art|Comics
1430,Weekday Updates with a twist,2,107,Art|Comics
1431,How do you trust yourself with your creative projects?,118,371,Art|Comics
1432,A cover and some art history,3,131,Art|Comics
1433,Art Advice: Making Portals?,85,225,Art|Comics
1434,How do you make you villains threatening and have stakes in your story?,2,252,Art|Comics
1435,How do your characters speak to you?,880,466,Art|Comics
1436,Novel writers how often between updates?,6,174,Art|Comics
1437,The Worldbuilders’ Guild,91,281,Art|Comics
1438,What do you do when your original characterization fails?,18,205,Art|Comics
1439,Novel outline issues,290,158,Art|Comics
1440,"First volume ending, how to inform readers of the second one and a delay",4,112,Art|Comics
1441,Have a finished work… should I just post it all at once or just schedule set it for a few times a week release?,158,174,Art|Comics
1442,Traditional Artists … Looking for water proof pen reccomendations to use with watercolor,2,139,Art|Comics
1443,My Tapas book’s been optioned for a screenplay,129,221,Art|Comics
1444,Anyone else try to release their pages as fast as they can to speed the comic along?,46,188,Art|Comics
1445,Anatomy tips/ learning resources for self taught artists?,780,313,Art|Comics
1446,Should something that’s been picked up by a company in another medium continue to be listed,0,174,Art|Comics
1447,Freelancing on the internet?,84,3.5k,Art|Comics
1448,Recommend songs on Soundcloud that are good for updates,16,140,Art|Comics
1449,A writer’s breakdown on each page? Interested?,104,141,Art|Comics
1450,How do you make your villains actually seem… Villainous?,18,381,Art|Comics
1451,How Do You Do Magic?,152,407,Art|Comics
1452,How much research do you do?,6,492,Art|Comics
1453,What do you think of this oc’s design? (Character Sheet!),145,287,Art|Comics
1454,Anyone feel like critiquing a short story (6 episodes)?,10,181,Art|Comics
1455,Looking for a new Editor!,227,476,Art|Comics
1456,[HOW TO] Writing a Stellar Summary & Pitch!,3,308,Art|Comics
1457,Clip Studio Paint Balloons: A Few Cool Tips!,84,358,Art|Comics
1458,Favorite Movie scenes about writers,12,85,Art|Comics
1459,Anyone else hate the Character limit? I can fix it :D,161,193,Art|Comics
1460,How many refugees here from Smackjeeves?,19,183,Art|Comics
1461,Post part of the earliest comic/novel you’ve ever made that you still have!,141,303,Art|Comics
1462,Prompt-Based Flash Fiction,28,134,Art|Comics
1463,What is your method: Character creation first or Comic and Story first?,404,248,Art|Comics
1464,Descriptions based on an image! Come and write me a paragraph!,8,277,Art|Comics
1465,Guide to Art Streaming on Twitch.tv - Post your streams here!,208,4.9k,Art|Comics
1466,Are you new here? - Old advice that doesn’t work on Tapas anymore,2,64.6k,Art|Comics
1467,Share ur sketch vs. finished piece!,66,476,Art|Comics
1468,Show me the world of your comic or novel!,2,319,Art|Comics
1469,How do you avoid getting overwhelmed from your projects?,103,276,Art|Comics
1470,Let me draw your boy or girl,780,243,Art|Comics
1471,Looking for an BL Artist who wants to Collab!,3.3k,152,Art|Comics
1472,Latest update share~,14,123,Art|Comics
1473,"GL Creators, gimme your girls/nb and i’ll draw ‘em. [5/5] FULL",155,226,Art|Comics
1474,Your Elevator pitch,4,1.5k,Art|Comics
1475,[closed] Time to practice art! - I need some charas to draw :D,135,419,Art|Comics
1476,Any advice on writing for a comic collaboration?,14,227,Art|Comics
1477,Share your body diverse/ethnically diverse Characters/pairings!,219,473,Art|Comics
1478,Burnout syndrome,72,346,Art|Comics
1479,"Old vs New, let’s see how much your OC changed",4.4k,413,Art|Comics
1480,♫ - I will draw something for you,12,320,Art|Comics
1481,Speepaints/Speedsketch share!,163,113,Art|Comics
1482,Redraw/Improvement in drawing,16,238,Art|Comics
1483,Your Webcomics on Pirate Comic Sharing Sites,315,396,Art|Comics
1484,Post your comic under 100 subs!,0,414,Art|Comics
1485,Who else likes art?,60,243,Art|Comics
1486,I just went to a function and left early because of my anxiety,31,164,Art|Comics
1487,How do you get motivated to write when no one seems to like your story?,234,415,Art|Comics
1488,Book Club Idea: Gaiden,120,128,Art|Comics
1489,I want to draw your (fantasy) OC!,4.6k,639,Art|Comics
1490,THE DISEASE - New pages (Almost at the end) - My main issue with old writing,38,96,Art|Comics
1491,Share your original character!,380,1.4k,Art|Comics
1492,Reader advice that stuck with you,55,252,Art|Comics
1493,I hit 80 subs! Celebrate with me by sharing LGBT+ comics!,567,115,Art|Comics
1494,(Nicely) Judgin’ yo comic a.k.a Review Time!,21,260,Art|Comics
1495,How do you develop patience with your projects and ideas?,309,130,Art|Comics
1496,Writer’s block and How To Deal,11,151,Art|Comics
1497,Made my own drawing meme,281,105,Art|Comics
1498,Your first comic/drawing vs your current comic/drawing!,7,438,Art|Comics
1499,My new short comic is a pitch that went nowhere,161,176,Art|Comics
1500,Which book cover/thumbnail would look better?,228,109,Art|Comics
1501,What’s something funny that happened in your story?,8.2k,227,Art|Comics
1502,Does your comic/novel need a slogan…?,6,476,Art|Comics
1503,Describe your story with TV Tropes!,164,299,Art|Comics
1504,"Comic artists, what are you styles?",36,955,Art|Comics
1505,How do you name your characters?,463,382,Art|Comics
1506,New Creator Tutorial: How to create a compelling Character,53,232,Art|Comics
1507,Do you feel satisfied with the way the opening of your story sounds?,698,434,Art|Comics
1508,I Made Art - Story Thumbnails,4,105,Art|Comics
1509,How many views do I need to make 1 dollar?,140,3.7k,Art|Comics
1510,I’m doing OC-Tober this year. Anyone else doing a challenge this October,27,400,Art|Comics
1511,How Long to Break Between Novels?,255,199,Art|Comics
1512,Show me your characters and tell me about them,29,564,Art|Comics
1513,How to write stupidity and mistakes?,264,154,Art|Comics
1514,What is your Favorite Novel Cover Art,23,134,Art|Comics
1515,Got any LGBT+ stories? Drop them here! (Promotion),521,758,Art|Comics
1516,HMU with your characters and I’ll do a sketch of them,6,311,Art|Comics
1517,Tips for starting a comic?,117,316,Art|Comics
1518,How do you feel when you write or edit?,19,171,Art|Comics
1519,Mini-Series Writing Jam,222,242,Art|Comics
1520,"POLL: Fantasy Storytellers, choose the Fantasy level of your series (1 to 9)",28,318,Art|Comics
1521,Sword fighting choreography,270,186,Art|Comics
1522,When you have no choice but to save the world,12,205,Art|Comics
1523,I’ve reached three years of webcomics and art today and would like to invite you to come and view my works!,263,729,Art|Comics
1524,Four layers of fighting.(and how it can improve fight scenes),15,253,Art|Comics
1525,Want to improve my comics but there’s too much to improve overwhelming,184,292,Art|Comics
1526,Medibang user problems - desperate help needed,5,3.5k,Art|Comics
1527,Tapas creators with artstyle similarities,111,204,Art|Comics
1528,Here is to all small creators seeking validation/boost/inspiration,18,470,Art|Comics
1529,How do you handle getting ‘Stuck’ while writing a chapter,1.6k,220,Art|Comics
1530,Spoopy Babies - Horror Romance Thread,11,167,Art|Comics
1531,I’m back on my Calarts BS,158,288,Art|Comics
1532,Getting back into writing after a hiatus,8,107,Art|Comics
1533,Batches vs One Page at a Time,175,417,Art|Comics
1534,Let’s share our art progression in our comics!,1,556,Art|Comics
1535,"Fullbodies, funfacts and a new project oh my!",74,129,Art|Comics
1536,Finally Preptober!,6,274,Art|Comics
1537,Want feedback on my lineart before I shade it,143,188,Art|Comics
1538,"Ever write a chapter so good,",11,322,Art|Comics
1539,Charity Commissions 2020,261,88,Art|Comics
1540,Do you have gods/goddess in your Novels or Comics?,2,786,Art|Comics
1541,#Washiween [October Art Challenge],105,107,Art|Comics
1542,Italian community!,466,129,Art|Comics
1543,Designing a promo image: effects or no effects (+poll),3.7k,167,Art|Comics
1544,Lumani’s Artwork,11,143,Art|Comics
1545,How do you fit the pieces together?,203,133,Art|Comics
1546,Redesigns of your OCs,8,200,Art|Comics
1547,Do you guys have a world Glossary for your stories?,106,196,Art|Comics
1548,Wanna write realistic characters and situations?,5,208,Art|Comics
1549,Will Critique Your Loglines or Summaries,237,528,Art|Comics
1550,I’m going to need a lot more characters for my story,86,150,Art|Comics
1551,Tips for writing a short story,476,214,Art|Comics
1552,The evolution of your thumbnails,18,492,Art|Comics
1553,"Happy Pride Month, 2020! 🌈🌈🌈",253,625,Art|Comics
1554,More scenes from chapters! From Creator talk 1 to chapter 2(Updated!),0,161,Art|Comics
1555,Comic Book Universe 2,108,88,Art|Comics
1556,Looking for historical BL novel for my reading list,2,1.3k,Art|Comics
1557,Lets share Clip Studio Paint assets :D,124,5.9k,Art|Comics
1558,Last name of family in my book,42,115,Art|Comics
1559,What’s your favorite story structure?,341,209,Art|Comics
1560,The Greatest Quotes About Writing,36,136,Art|Comics
1561,Let me draw your oc!,491,261,Art|Comics
1562,"Writing Commissions, how much would you charge?",0,121,Art|Comics
1563,Ever felt bad about having to scrap something?,83,245,Art|Comics
1564,How do you deal with 20/20 hindsight?,44,134,Art|Comics
1565,Comment For Comment(First three chapters),274,207,Art|Comics
1566,Does anyone want to join my comic group for young creators?,0,111,Art|Comics
1567,Genre expectations you didn’t realize at first,83,178,Art|Comics
1568,Roast this garbage I made (or critique if you’re feeling generous),19,171,Art|Comics
1569,Things you love to write and hate to draw but you do it to yourself every time,202,276,Art|Comics
1570,Furry Comics and Novels,117,1.8k,Art|Comics
1571,What Movies/Shows/Books inspired your comic/novel?,1.2k,193,Art|Comics
1572,What songs/bands/soundtracks would be in your comic/novel’s soundtrack?,1,285,Art|Comics
1573,Watching Video Game Let’s Plays While Drawing!,101,1.6k,Art|Comics
1574,Which do you like better? 3D backgrounds or hand drawn?,54,614,Art|Comics
1575,Let’s redraw each other’s panels!,255,1.3k,Art|Comics
1576,How do you even write the story?,35,324,Art|Comics
1577,Starting back up with an online presence,433,322,Art|Comics
1578,Post Your WIP Here!,4,477,Art|Comics
1579,Creative tips for new iPad user?,115,151,Art|Comics
1580,It’s the first day of Autumn! Share your favorite fall themed stories!,4,105,Art|Comics
1581,How do you know when you have a solid enough foundation to start writing proper?,113,197,Art|Comics
1582,Essay Writers Competition,61,733,Art|Comics
1583,First Illustration!,2.2k,292,Art|Comics
1584,Concept for a sort of antology series. Thoughs?,26,126,Art|Comics
1585,The One-of-a-Kind(?) Club,289,334,Art|Comics
1586,Mods please close,9,249,Art|Comics
1587,I got staff pick!,171,470,Art|Comics
1588,How do you take a creative break from your projects?,36,237,Art|Comics
1589,Opinions on my artstyle?,350,359,Art|Comics
1590,I made an art server!,12,105,Art|Comics
1591,Decided to say screw it and also make a comic version of A Silvertongue’s Tale,164,129,Art|Comics
1592,Big Wheelchair Info Post for Artists and Writers,58,1.3k,Art|Comics
1593,Can you help me find similar colors?,2.8k,159,Art|Comics
1594,Need help with coloring. Anyone know of any good tutorials for clip studio out there,42,283,Art|Comics
1595,The appeal of a romantic subplot,552,468,Art|Comics
1596,Is an iPad enough?,8,241,Art|Comics
1597,Back again! Show me those talents!,208,273,Art|Comics
1598,What are some tips to draw faster?,33,539,Art|Comics
1599,Story Recommendations (New to Tapas),237,195,Art|Comics
1600,Adoptables and The Art Community,19,333,Art|Comics
1601,Moving to Windows 10 tips please!,303,902,Art|Comics
1602,Question time for finished novels,24,178,Art|Comics
1603,This art is at another level,251,149,Art|Comics
1604,Any tips for coloring digitally? I’m a beginner artist by the way,0,278,Art|Comics
1605,"Webcomic Artists, What did you take away from LightBox Expo? Here’s what I learned",64,293,Art|Comics
1606,Can someone give ideas for my already existing Comic?,11,152,Art|Comics
1607,Here’s my light novel if you want to read it,189,108,Art|Comics
1608,Tips on how to upload faster with quality content,22,191,Art|Comics
1609,I’m doing commissions!,884,219,Art|Comics
1610,Need some Q’s for my Q + A (my comic is done!),2,125,Art|Comics
1611,Subtlety vs. Clarity in comics?,97,337,Art|Comics
1612,How do you edit your novel/comic script?,63,140,Art|Comics
1613,Self promoting my sci-fi novel! Please read! (I’ll read yours too if you want) :D,534,200,Art|Comics
1614,Make your typography great (again?),11,947,Art|Comics
1615,How do you make an exposition-based chapter interesting?,154,198,Art|Comics
1616,Do you know any writing communities for script writers?,24,125,Art|Comics
1617,Would you like to participate in sharing a drawing meme?,262,186,Art|Comics
1618,My First Real Art Tutorial!,24,126,Art|Comics
1619,Webcomic Editing Service,303,444,Art|Comics
1620,SameFaceSyndrome,33,342,Art|Comics
1621,(T/F): ‘An antagonist that dies could not be redeemed’,301,352,Art|Comics
1622,How would you write Superman?,50,357,Art|Comics
1623,Share a panel/paragraph you are proud of!,438,336,Art|Comics
1624,How do you deal with “Too many ideas” syndrome?,24,343,Art|Comics
1625,Not satisfied anymore with my drawings,253,149,Art|Comics
1626,Advice On Colorist Work,9,151,Art|Comics
1627,I’ll draw your novel character [1/1],233,221,Art|Comics
1628,Logo Designer needed! (unpaid),25,108,Art|Comics
1629,Overcome your anxiety and just post the story/comic,313,265,Art|Comics
1630,How do you come up with and solidify lore for your comic?,24,193,Art|Comics
1631,Eiichiro Oda’s Advice,1.1k,785,Art|Comics
1632,Writers block…….. pls help,15,208,Art|Comics
1633,Have a look at my novel!,95,88,Art|Comics
1634,How important is it for a character to be “relatable”?,11,234,Art|Comics
1635,I redraw the first episode of my comic! i so happy!,357,82,Art|Comics
1636,How did you find your art style for comics?,19,337,Art|Comics
1637,Justice in Describing Our Characters,243,260,Art|Comics
1638,One Line/Panel Wednesday - Share Your Words/Art,12,190,Art|Comics
1639,(paid) looking for a proofreader! (CLOSED),504,145,Art|Comics
1640,Works outside of Tapas?,25,418,Art|Comics
1641,25 SUBS! Help me celebrate by promoting your webcomics!,980,377,Art|Comics
1642,Finished my first novel on tapas,27,133,Art|Comics
1643,Let’s share our Story building Tools! ((spoilers?)),242,702,Art|Comics
1644,Do you ever think of redrawing your comic and improve it?,31,380,Art|Comics
1645,Strip your characters design into a toilet sign (+ promote your work),209,180,Art|Comics
1646,New idea for a novel,80,197,Art|Comics
1647,I’ll review your first seven pages of your comic if you can review mine!,950,262,Art|Comics
1648,Rewrite this snippet in your style,14,175,Art|Comics
